"Site","Date","sample_id","FlowRate","cov2_conc","BCoV","BCoVConc","capacity_mgd","composite_freq","concentration_method","conductivity","county","do","epaid","equiv_sewage_amt","extraction_method","inhibition_adjust","inhibition_detect","inhibition_method","lod_ref","n1_lod","n1_loq","n1_ntc_amplify","n1_num_no_target_control","n1_num_ntc_amplify","N1","N1Error","n1_sars_cov2_lod","n1_sars_cov2_units","n2_lod","n2_loq","n2_ntc_amplify","n2_num_no_target_control","n2_num_ntc_amplify","N2","N2Error","n2_sars_cov2_lod","n2_sars_cov2_units","pcr_type","ph","PMMoV","Pop","quant_stan_ref","quant_stan_type","sample_collect_time","sample_location","sample_location_specify","sample_matrix","sample_type","state","temperature","RepDate","tss","wwtp_comments","zipcode","analytical_comments","unformatted_collectdate","mycustomer","AVG","wt"
"Washburn",2021-02-15,"547609001",0.14,4079,4.84,5.046254,0.36,"24hr-FWCmp","filtMgCl2",772,"Bayfield",NA,"WI0022675",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,6338,267,NA,"Gene copies/L",66000,140000,"N",3,NA,1820,-1,"Yes","Gene copies/L","qPCR",7.6,4453730,2200,"IDT","DNA-plasm","0.30902777777777779","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",9.2,NA,NA,"ICE CHUNKS ICE CHUNKS","54891",NA,"44242","355660",3396.345,2
"Stevens Point",2021-02-13,"547612001",1.91,612112,8.685327,5.046,4.55,"24hr-FWCmp","filtMgCl2",1698,"Portage",NA,"WI0029572",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,668371,241634,NA,"Gene copies/L",66000,140000,"N",3,NA,555853,158575,"No","Gene copies/L","qPCR",7.87,17437630,27000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",3,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54481",NA,"44240","355660",609521.1,2
"WI Rapids",2021-02-12,"547614001",2.457,55164,10.66588,5.046,5.27,"24hr-FWCmp","filtMgCl2",680,"Wood",NA,"WI0025844",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,61362,28636,NA,"Gene copies/L",66000,140000,"N",3,NA,48966,22048,"Yes","Gene copies/L","qPCR",6.7,20266708,20000,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54494",NA,"44239","355660",54814.7,2
"Spring UW-Sellery",2021-02-16,"547616001",NA,580639,0.82,5.04625,NA,NA,"filtMgCl2",2268,NA,NA,NA,0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,757570,44827,NA,"Gene copies/L",1e+05,220000,"N",3,NA,403709,28894,"No","Gene copies/L","qPCR",8,19914474,NA,"IDT","DNA-plasm","0.33333333333333331",NA,NA,"Influent (Untreated Waste H2O)",NA,NA,NA,NA,1390,NA,NA,NA,"44243","355590",553026.1,2
"Spring UW-LakeShore",2021-02-16,"547617001",NA,2432070,0.04,5.04625,NA,NA,"filtMgCl2",1448,NA,NA,NA,0.125,"PromegaHT","No","No","BRSV-RNA","Klymus19",320000,1e+06,"N",3,NA,2955811,34657,NA,"Gene copies/L",520000,1100000,"N",3,NA,1908328,110895,"No","Gene copies/L","qPCR",7.5,121946964,NA,"IDT","DNA-plasm","0.3125",NA,NA,"Influent (Untreated Waste H2O)",NA,NA,NA,NA,2690,NA,NA,NA,"44243","355590",2375007,2
"Madison",2021-02-12,"547652001",36.84,125034,1.44,5.046254,56,"24hr-FWCmp","filtMgCl2",1466,"Dane",NA,"WI0024597",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,153317,8627,NA,"Gene copies/L",66000,140000,"N",3,NA,96751,6929,"No","Gene copies/L","qPCR",7.72,23215518,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44239","355660",121793.2,2
"Madison",2021-02-14,"547652002",36.48,91631,1.92,5.046254,56,"24hr-FWCmp","filtMgCl2",1489,"Dane",NA,"WI0024597",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,104479,25758,NA,"Gene copies/L",66000,140000,"N",3,NA,78782,23033,"No","Gene copies/L","qPCR",7.7,23957841,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44241","355660",90725.21,2
"Madison",2021-02-15,"547652003",37.32,139879,2.89,5.046254,56,"24hr-FWCmp","filtMgCl2",1841,"Dane",NA,"WI0024597",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,155544,11366,NA,"Gene copies/L",66000,140000,"N",3,NA,124215,5737,"No","Gene copies/L","qPCR",7.74,37227898,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44242","355660",138999.6,2
"Madison",2021-02-16,"547652004",37.39,118732,1.24,5.046254,56,"24hr-FWCmp","filtMgCl2",1394,"Dane",NA,"WI0024597",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,135689,7675,NA,"Gene copies/L",66000,140000,"N",3,NA,101776,11673,"No","Gene copies/L","qPCR",7.71,28441465,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44243","355660",117515.5,2
"MMSD-P2",2021-02-15,"547654001",6.1,196891,11.54239,5.046,56,"24hr-FWCmp","filtMgCl2",1147,"Dane",NA,"WI0024597",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,225421,50215,NA,"Gene copies/L",66000,140000,"N",3,NA,168360,7936,"No","Gene copies/L","qPCR",7.5,93728471,380000,"IDT","DNA-plasm",NA,"upstream","P2-Central","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44242","355660",194812.4,2
"MMSD-P7",2021-02-15,"547655001",4.39,68006,7.09,5.046254,56,"24hr-FWCmp","filtMgCl2",1342,"Dane",NA,"WI0024597",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,88924,15087,NA,"Gene copies/L",66000,140000,"N",3,NA,47089,15870,"Yes","Gene copies/L","qPCR",7.5,28718386,380000,"IDT","DNA-plasm",NA,"upstream","P7-Southeast","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44242","355660",64709.68,2
"MMSD-P8",2021-02-15,"547656001",6.18,102893,5.472516,5.046,56,"24hr-FWCmp","filtMgCl2",1320,"Dane",NA,"WI0024597",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,121881,19924,NA,"Gene copies/L",66000,140000,"N",3,NA,83906,3348,"No","Gene copies/L","qPCR",7.5,22665569,380000,"IDT","DNA-plasm",NA,"upstream","P8-West","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44242","355660",101126.4,2
"MMSD-P11",2021-02-15,"547657001",8.86,180193,4.877561,5.046,56,"24hr-FWCmp","filtMgCl2",1268,"Dane",NA,"WI0024597",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,221478,34150,NA,"Gene copies/L",66000,140000,"N",3,NA,138907,13978,"No","Gene copies/L","qPCR",7.5,18833322,380000,"IDT","DNA-plasm",NA,"upstream","P11-Southwest","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44242","355660",175399.1,2
"MMSD-P18",2021-02-15,"547658001",11.79,201465,5.198401,5.046,56,"24hr-FWCmp","filtMgCl2",1358,"Dane",NA,"WI0024597",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,206296,6915,NA,"Gene copies/L",66000,140000,"N",3,NA,196634,35456,"No","Gene copies/L","qPCR",7.5,49204664,380000,"IDT","DNA-plasm",NA,"upstream","P18-Norhteast","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,"44242","355660",201407.1,2
"Algoma",2021-02-16,"547770001",0.406,522137,6.42,5.046254,1,"24hr-FWCmp","filtMgCl2",1049,"Kewaunee","12.36","WI0020745",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,545372,50684,NA,"Gene copies/L",66000,140000,"N",3,NA,498903,45520,"No","Gene copies/L","qPCR",8.1,17395449,3171,"IDT","DNA-plasm","0.3125","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4.1,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54201",NA,"44243","355660",521620.3,2
"Berlin WWTP",2021-02-16,"547771001",0.593,9139,0.24,5.046254,1.5,"24hr-FWCmp","filtMgCl2",1464,"Green Lake",NA,"WI0021229",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,5358,2994,NA,"Gene copies/L",66000,140000,"N",3,NA,12919,9274,"Yes","Gene copies/L","qPCR",6.8,23545695,6000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8.3,NA,NA,NA,"54923",NA,"44243","355660",8319.856,2
"Sturgeon Bay",2021-02-16,"547772001",1.9,28878,2.83168,4.699,7.418,"24hr-FWCmp","filtMgCl2",1094,"Door",NA,"WI0021113",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,39860,7103,NA,"Gene copies/L",66000,140000,"N",3,NA,17896,730,"Yes","Gene copies/L","qPCR",7.8,9785951,9500,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",6.6,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54235",NA,"44243","355660",26708.32,2
"Waupaca",2021-02-16,"547773001",1.21,10872,0.8813,4.699,1.5,"24hr-FWCmp","filtMgCl2",989.1,"Waupaca",NA,"WI0030490",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,10307,5528,NA,"Gene copies/L",66000,140000,"N",3,NA,11438,1449,"Yes","Gene copies/L","qPCR",7.1,27886505,10000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54981",NA,"44243","355660",10857.78,2
"Columbus",2021-02-16,"547776001",0.775,27101,1.79,5.046254,1.165,"24hr-FWCmp","filtMgCl2",1174,"Columbia","3.34","WI0021008",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,34619,11050,NA,"Gene copies/L",66000,140000,"N",3,NA,19583,6667,"Yes","Gene copies/L","qPCR",7.5,13204980,7000,"IDT","DNA-plasm","0.35416666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10.6,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53925",NA,"44243","355660",26037.36,2
"Oconomowoc",2021-02-16,"547780001",2.506,86901,1.027104,5.046254,4.02,"24hr-FWCmp","filtMgCl2",1501,"Waukesha","2.61","WI0021181",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,107364,19338,NA,"Gene copies/L",66000,140000,"N",3,NA,66438,37710,"No","Gene copies/L","qPCR",7.6,15655258,34135,"IDT","DNA-plasm","0.31944444444444448","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",15.2,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53066",NA,"44243","355660",84457.38,2
"Mondovi",2021-02-16,"547781001",0.206,225730,7.713826,5.046254,0.3,"24hr-FWCmp","filtMgCl2",624,"Buffalo",NA,"WI0020591",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,243958,19701,NA,"Gene copies/L",66000,140000,"N",3,NA,207503,30894,"No","Gene copies/L","qPCR",7.7,23841628,2800,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54755",NA,"44243","355660",224993.4,2
"Clintonville",2021-02-16,"547782001",0.476,202277,4.69,5.046254,0.679,"24hr-FWCmp","filtMgCl2",1128,"Waupaca",NA,"WI0021466",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,253192,36319,NA,"Gene copies/L",66000,140000,"N",3,NA,151362,15934,"No","Gene copies/L","qPCR",8,16727776,4455,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54929",NA,"44243","355660",195764.3,2
"Sparta",2021-02-16,"547784001",1.175,44223,2.851451,5.046254,4,"24hr-FWCmp","filtMgCl2",993,"Monroe","4.62","WI0020737",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,65281,15289,NA,"Gene copies/L",66000,140000,"N",3,NA,23166,13335,"Yes","Gene copies/L","qPCR",9.28,10062588,9500,"IDT","DNA-plasm","0.34375","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",11.7,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54656",NA,"44243","355660",38888.3,2
"La Crosse",2021-02-16,"547786001",9.94,73701,0.87,5.046254,20,"24hr-FWCmp","filtMgCl2",1868,"La Crosse",NA,"WI0029581",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,103939,23074,NA,"Gene copies/L",66000,140000,"N",3,NA,43462,12343,"Yes","Gene copies/L","qPCR",7.45,18478561,85000,"IDT","DNA-plasm","0.30555555555555552","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54601",NA,"44243","355660",67211.58,2
"Chippewa Falls",2021-02-16,"547794001",2.047,206136,1.94,5.046254,4.5,"24hr-FWCmp","filtMgCl2",972.8,"Chippewa",NA,"WI0023604",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,219071,24375,NA,"Gene copies/L",66000,140000,"N",3,NA,193201,17402,"No","Gene copies/L","qPCR",7.1,9742994,13000,"IDT","DNA-plasm","0.3125","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",11,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54729-2175",NA,"44243","355660",205729.8,2
"Red Cliff",2021-02-16,"547796001",0.08,11505,3.26541,4.699,0.22,"24hr-FWCmp","filtMgCl2",367.9,"Bayfield",NA,"WI0049727",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,9197,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,13814,929,"Yes","Gene copies/L","qPCR",7,1439091,1900,"IDT","DNA-plasm","0.46875","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"ICE CHUNKS ICE CHUNKS Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54814",NA,"44243","355660",11271.53,2
"Whitewater",2021-02-16,"547797001",1.289,20458,1.011887,5.046254,3.65,"24hr-FWCmp","filtMgCl2",1540,"Walworth",NA,"WI0020001",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,26876,7228,NA,"Gene copies/L",66000,140000,"N",3,NA,14040,3732,"Yes","Gene copies/L","qPCR",7.92,16191105,14000,"IDT","DNA-plasm","0.34166666666666662","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53190",NA,"44243","355660",19425.22,2
"Mauston",2021-02-16,"547798001",0.305,152095,4.932654,5.046254,1.1,"24hr-FWCmp","filtMgCl2",732,"Juneau",NA,"WI0024635",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,192299,25813,NA,"Gene copies/L",66000,140000,"N",3,NA,111891,20969,"No","Gene copies/L","qPCR",7.36,10147448,4500,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53948",NA,"44243","355660",146685.1,2
"Janesville",2021-02-16,"547799001",11.5,40276,1.88,5.046254,16.1,"24hr-FWCmp","filtMgCl2",1437,"Rock",NA,"WI0030350",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,47186,16604,NA,"Gene copies/L",66000,140000,"N",3,NA,33366,11240,"Yes","Gene copies/L","qPCR",7.65,18528132,63500,"IDT","DNA-plasm","0.30555555555555552","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53548",NA,"44243","355660",39678.81,2
"Menomonie",2021-02-15,"547800001",1.484,58719,2.323053,5.046254,2.88,"24hr-FWCmp","filtMgCl2",1079,"Dunn",NA,"WI0024708",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,72103,21158,NA,"Gene copies/L",1e+05,220000,"N",3,NA,45335,10994,"Yes","Gene copies/L","qPCR",8.9,16059966,16000,"IDT","DNA-plasm","0.2986111111111111","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54751",NA,"44242","355660",57173.33,2
"New Richmond",2021-02-16,"547807001",0.652,100188,0.557903,5.046254,0.98,"24hr-FWCmp","filtMgCl2",773.7,"Saint Croix",NA,"WI0021245",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,138511,25641,NA,"Gene copies/L",66000,140000,"N",3,NA,61865,7979,"Yes","Gene copies/L","qPCR",7.6,24103991,9167,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54017",NA,"44243","355660",92568.8,2
"Heart of the Valley",2021-02-16,"547810001",4.58,103881,1.995081,5.046254,26.4,"24hr-FWCmp","filtMgCl2",2830,"Outagamie","2.5","WI0031232",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,152096,13449,NA,"Gene copies/L",66000,140000,"N",3,NA,55666,25612,"Yes","Gene copies/L","qPCR",7.8,16527964,50000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10.7,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54130",NA,"44243","355660",92014,2
"Wolf",2021-02-16,"547813001",1.812,45217,2.397244,5.046254,2.63,"24hr-FWCmp","filtMgCl2",867.2,"Shawano",NA,"WI0028452",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,66966,6505,NA,"Gene copies/L",66000,140000,"N",3,NA,23467,7783,"Yes","Gene copies/L","qPCR",7.5,9747232,18000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54166",NA,"44243","355660",39642.04,2
"Marinette",2021-02-16,"547816001",1.59,142681,4.81,5.046254,7.8,"24hr-FWCmp","filtMgCl2",646.7,"Marinette",NA,"WI0026182",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,148191,23558,NA,"Gene copies/L",66000,140000,"N",3,NA,137172,24341,"No","Gene copies/L","qPCR",7,16915869,10608,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54143",NA,"44243","355660",142575.1,2
"Baraboo",2021-02-15,"547822001",1.7,105047,1.3,5.046254,2.53,"24hr-FWCmp","filtMgCl2",1185,"Sauk",NA,"WI0020605",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,120930,40218,NA,"Gene copies/L",66000,140000,"N",3,NA,89164,16658,"No","Gene copies/L","qPCR",7,21303133,14000,"IDT","DNA-plasm","0.30902777777777779","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53913",NA,"44242","355660",103839.3,2
"Portage",2021-02-16,"547828001",1.675,135668,4.943487,5.046254,2.102,"24hr-FWCmp","filtMgCl2",1077,"Columbia","6.31","WI0020427",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,156481,10264,NA,"Gene copies/L",66000,140000,"N",3,NA,114855,18828,"No","Gene copies/L","qPCR",7.8,25072864,10693,"IDT","DNA-plasm","0.30208333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53901",NA,"44243","355660",134062,2
"WI Rapids",2021-02-16,"547830001",2.412,188227,6.131513,5.046254,5.27,"24hr-FWCmp","filtMgCl2",695.2,"Wood",NA,"WI0025844",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,212121,25714,NA,"Gene copies/L",66000,140000,"N",3,NA,164334,18590,"No","Gene copies/L","qPCR",6.8,15747007,20000,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54494",NA,"44243","355660",186704.8,2
