"Site","epaid","Pop","sample_id","repName","n1_sars_cov2_units","N1","N1LOD","n2_sars_cov2_units","N2","N2LOD","PMMoV","hf183_conc","Date","sample_collect_time","test_result_date","FlowRate","tss","ph","bod","conductivity","temperature","do","created_on","last_modified_on","lab_submitter","n1_lod","n1_loq","n2_lod","n2_loq"
"River Falls Municipal Utility WWTF","WI0029394",16000,"547241002","qPCR","Gene copies/L",196655,FALSE,"Gene copies/L",138035,FALSE,15185881,NA,2021-02-09,"7:45","2/18/2021 11:47",1.335,NA,"7.53",NA,"700","6.4","3.5","2/21/2021 21:55","5/24/2021 22:49","SLH","40000","130000","66000","140000"
"Grafton Water & Wastewater Utility","WI0020184",11400,"848","droplet digital PCR","copies/L wastewater",12240.66133,FALSE,"copies/L wastewater",6120.330667,FALSE,17671369.39,NA,2021-02-01,"7:20","2/5/2021",1.2377,"206","7.6","279.5","2540","12.3",NA,"2/8/2021 10:35","1/7/2022 13:57","UWM","3067.168","10209.888","3067.168","10209.888"
"Waukesha WWTP","WI0029971",72549,"857","droplet digital PCR","copies/L wastewater",2333.9888,FALSE,"copies/L wastewater",3466.32,FALSE,9794489.813,NA,2021-02-03,"8:00","2/5/2021",6.041,"382",NA,"187","2540","4",NA,"2/8/2021 10:35","1/7/2022 13:57","UWM","3403.296","11337.317","3403.296","11337.317"
"South Milwaukee WWTF","WI0028819",21156,"836","droplet digital PCR","copies/L wastewater",6666.538667,FALSE,"copies/L wastewater",5287.013333,FALSE,11133959.89,NA,2021-01-31,"7:00","2/5/2021",2.49,NA,NA,NA,"1225",NA,NA,"2/8/2021 10:35","1/7/2022 13:57","UWM","2857.088","9509.621","2941.12","9789.728"
"Stevens Point WWTF","WI0029572",27000,"547612001","qPCR","Gene copies/L",668371,FALSE,"Gene copies/L",555853,FALSE,17437630.3,NA,2021-02-13,"7:00","2/25/2021 14:51",1.91,NA,"7.87",NA,"1698","3",NA,"3/1/2021 22:59","6/1/2021 22:51","SLH","40000","130000","66000","140000"
"Wisconsin Rapids WWTF","WI0025844",20000,"547614001","qPCR","Gene copies/L",61362,FALSE,"Gene copies/L",48966,TRUE,20266707.75,NA,2021-02-12,"8:00","2/25/2021 14:51",2.457,NA,"6.7",NA,"680",NA,NA,"3/1/2021 22:59","6/1/2021 22:51","SLH","40000","130000","66000","140000"
"Fox River WPCC","WI0023469",51000,"858","droplet digital PCR","copies/L wastewater",13263.05067,FALSE,"copies/L wastewater",4425.685333,FALSE,15154330.88,NA,2021-02-03,"7:07","2/11/2021",7.53,"740","7.5","598","3210","7.5",NA,"2/15/2021 10:28","1/17/2022 11:01","UWM","3319.264","11050.208","3319.264","11050.208"
"Fox River WPCC","WI0023469",51000,"883","droplet digital PCR","copies/L wastewater",4201.6,FALSE,"copies/L wastewater",5252,FALSE,7490472.427,NA,2021-02-10,"7:19","2/12/2021",6.94,"176","7.7","170","2980","6.2",NA,"2/15/2021 10:28","1/17/2022 11:01","UWM","3151.2","10518.005","3151.2","10518.005"
"Burlington WPCC","WI0022926",13000,"872","droplet digital PCR","copies/L wastewater",11036.20267,FALSE,"copies/L wastewater",5518.101333,FALSE,4502994.773,NA,2021-02-08,"6:40","2/12/2021",2.64,"211","7.6","231","1966","7.8",NA,"2/15/2021 10:28","1/7/2022 13:54","UWM","2759.051","9187.499","2759.051","9187.499"
"MMSD-P2","WI0024597",380000,"547654001","qPCR","Gene copies/L",225421,FALSE,"Gene copies/L",168360,FALSE,93728471.33,NA,2021-02-15,"0:00","2/25/2021 14:51",6.1,NA,"7.5",NA,"1147",NA,NA,"3/1/2021 22:59","6/1/2021 22:51","SLH","40000","130000","66000","140000"
"MMSD-P8","WI0024597",380000,"547656001","qPCR","Gene copies/L",121881,FALSE,"Gene copies/L",83906,FALSE,22665569.35,NA,2021-02-15,"0:00","2/25/2021 14:51",6.18,NA,"7.5",NA,"1320",NA,NA,"3/1/2021 22:59","6/1/2021 22:51","SLH","40000","130000","66000","140000"
"Cedarburg WWTF","WI0020222",12000,"874","droplet digital PCR","copies/L wastewater",1041.9968,TRUE,"copies/L wastewater",5209.984,FALSE,14157291.2,NA,2021-02-08,"7:10","2/11/2021",1.621,NA,NA,NA,"2820",NA,NA,"2/15/2021 10:28","1/7/2022 13:54","UWM","3123.189","10433.973","3123.189","10433.973"
"Milwaukee MSD Jones Island","WI0036820",470007,"862","droplet digital PCR","copies/L wastewater",14257.42933,FALSE,"copies/L wastewater",9509.621333,FALSE,18008337.71,NA,2021-02-07,"0:00","2/11/2021",82,"180",NA,"210","1460",NA,NA,"2/15/2021 10:28","1/7/2022 13:55","UWM","4747.808","15840.032","4747.808","15840.032"
"Milwaukee MSD Jones Island","WI0036820",470007,"876","droplet digital PCR","copies/L wastewater",6274.389333,FALSE,"copies/L wastewater",2086.794667,TRUE,8470565.653,NA,2021-02-10,"0:00","2/12/2021",59,"350",NA,"380","1442",NA,NA,"2/15/2021 10:28","1/7/2022 13:55","UWM","3137.195","10461.984","3137.195","10461.984"
"River Falls Municipal Utility WWTF","WI0029394",16000,"545631001","qPCR","Gene copies/L",393161,FALSE,"Gene copies/L",281944,FALSE,14407212,NA,2021-01-28,"7:30","2/5/2021 12:47",1.321,NA,"7.39",NA,"874","8.6","1.81","2/15/2021 15:41","5/10/2021 22:47","SLH","40000","130000","66000","140000"
"River Falls Municipal Utility WWTF","WI0029394",16000,"545632001","qPCR","Gene copies/L",473098,FALSE,"Gene copies/L",356461,FALSE,12477678,NA,2021-01-29,"7:25","2/5/2021 12:47",1.353,NA,"7.57",NA,"935","6.7","4.08","2/15/2021 15:41","5/10/2021 22:47","SLH","40000","130000","66000","140000"
"Milwaukee MSD South Shore","WI0036820",615934,"852","droplet digital PCR","copies/L wastewater",13127.66578,FALSE,"copies/L wastewater",10219.22489,FALSE,15649279.36,NA,2021-02-03,"0:00","2/11/2021",59,"500",NA,"550","2280",NA,NA,"2/15/2021 10:28","1/7/2022 13:56","UWM","3454.649","11517.052","3454.649","11517.052"
"Milwaukee MSD South Shore","WI0036820",615934,"863","droplet digital PCR","copies/L wastewater",10994.18667,FALSE,"copies/L wastewater",4397.674667,FALSE,17959459.09,NA,2021-02-07,"0:00","2/11/2021",54,"310",NA,"400","1917",NA,NA,"2/15/2021 10:28","1/7/2022 13:56","UWM","3291.253","10994.187","3291.253","10994.187"
"Port Washington WWTP","WI0020460",12000,"875","droplet digital PCR","copies/L wastewater",45820.78222,FALSE,"copies/L wastewater",22805.35111,FALSE,19327640.11,NA,2021-02-08,"7:40","2/25/2021",1,NA,NA,NA,"3280",NA,NA,"2/15/2021 10:28","1/7/2022 13:56","UWM","3221.227","10737.422","3221.227","10737.422"
"River Falls Municipal Utility WWTF","WI0029394",16000,"545633001","qPCR","Gene copies/L",447810,FALSE,"Gene copies/L",337183,FALSE,15082835,NA,2021-01-30,"7:30","2/5/2021 12:47",1.32,NA,"6.93",NA,"978","13","4.69","2/15/2021 15:41","5/10/2021 22:47","SLH","40000","130000","66000","140000"
"Washburn WWTP","WI0022675",2200,"545638001","qPCR","Gene copies/L",47670,FALSE,"Gene copies/L",30479,TRUE,7865427,NA,2021-02-01,"7:40","2/5/2021 10:00",0.143,NA,"7.7",NA,"1080","10.9",NA,"2/15/2021 15:41","5/24/2021 22:49","SLH","40000","130000","66000","140000"
"Racine Wastewater Utility","WI0025194",139000,"867","droplet digital PCR","copies/L wastewater",18879.18933,FALSE,"copies/L wastewater",13660.80213,FALSE,14361278.88,NA,2021-02-07,"0:00","2/18/2021",13.8,"105","7.12","171","1250","11.2",NA,"2/15/2021 10:28","1/7/2022 13:56","UWM","3156.802","10523.607","3156.802","10523.607"
"Green Bay MSD","WI0065251",189000,"869","droplet digital PCR","copies/L wastewater",11722.464,FALSE,"copies/L wastewater",6400.437333,FALSE,23335546.35,NA,2021-02-07,"6:00","2/11/2021",20.38,"210","7.7","220","1917",NA,NA,"2/17/2021 0:24","1/7/2022 13:55","UWM","3193.216","10658.059","3193.216","10658.059"
"Green Bay MSD","WI0065251",189000,"881","droplet digital PCR","copies/L wastewater",13781.248,FALSE,"copies/L wastewater",13781.248,FALSE,13085042.88,NA,2021-02-10,"6:00","2/12/2021",24.696,"222","7.6","210","2250",NA,NA,"2/17/2021 0:24","1/7/2022 13:55","UWM","2759.051","9187.499","2759.051","9187.499"
"Wisconsin Rapids WWTF","WI0025844",20000,"549711001","qPCR","Gene copies/L",339170,FALSE,"Gene copies/L",217514,FALSE,14039357,NA,2021-03-02,"8:00","3/9/2021 16:22",2.452,NA,"7",NA,"1112",NA,NA,"3/31/2021 22:44","3/31/2021 22:44","SLH","40000","130000","66000","140000"
"Portage WWTF","WI0020427",10693,"549719001","qPCR","Gene copies/L",NA,TRUE,"Gene copies/L",NA,TRUE,12259176.1,NA,2021-03-02,"7:15","3/22/2021 10:48",1.82,NA,"7.7",NA,"1395","10","5.51","3/31/2021 22:44","3/31/2021 22:44","SLH","40000","130000","66000","140000"
"Racine Wastewater Utility","WI0025194",139000,"879","droplet digital PCR","copies/L wastewater",2338.890667,TRUE,"copies/L wastewater",3515.338667,FALSE,12465867.09,NA,2021-02-10,"0:00","2/12/2021",13.7,"95","7.42","140","1230","11.2",NA,"2/15/2021 10:28","1/7/2022 13:56","UWM","3515.339","11694.453","3515.339","11694.453"
"Algoma WWTF","WI0020745",NA,"545035001","qPCR","Gene copies/L",130851,FALSE,"Gene copies/L",86559,FALSE,3352239,NA,2021-01-26,"7:00","2/1/2021 14:37",0.65,NA,"8.1",NA,"1210","7.6","11.33","2/15/2021 15:41","5/4/2021 22:46","SLH","40000","130000","66000","140000"
"Appleton WWTF","WI0023221",74832,"545036001","qPCR","Gene copies/L",201889,FALSE,"Gene copies/L",94674,FALSE,20737797,NA,2021-01-26,"0:00","2/1/2021 14:37",8.6,NA,"8",NA,"1136",NA,NA,"2/15/2021 15:41","5/7/2021 22:46","SLH","40000","130000","66000","140000"
"Ashland Sewage Utility","WI0030767",8000,"545037001","qPCR","Gene copies/L",285993,FALSE,"Gene copies/L",247453,FALSE,9377780,NA,2021-01-26,"8:05","2/1/2021 14:37",0.658,NA,"7.39",NA,"870",NA,NA,"2/15/2021 15:41","5/4/2021 22:46","SLH","40000","130000","66000","140000"
"Baraboo WWTF","WI0020605",14000,"545038001","qPCR","Gene copies/L",231184,FALSE,"Gene copies/L",152713,FALSE,17625811,NA,2021-01-26,"7:45","2/1/2021 14:37",1.7,NA,"7",NA,"1044",NA,NA,"2/15/2021 15:41","5/4/2021 22:46","SLH","40000","130000","66000","140000"
"Black River Falls WWTF","WI0021954",5200,"545040001","qPCR","Gene copies/L",70808,FALSE,"Gene copies/L",41504,FALSE,10430622,NA,2021-01-26,"8:00","2/1/2021 14:37",0.42,NA,"7.12",NA,"865",NA,NA,"2/15/2021 15:41","5/5/2021 22:46","SLH","40000","130000","66000","140000"
"Wisconsin Rapids WWTF","WI0025844",20000,"545041001","qPCR","Gene copies/L",628996,FALSE,"Gene copies/L",430820,FALSE,20178782,NA,2021-01-26,"8:00","1/29/2021 10:00",2.503,NA,"6.7",NA,"1293",NA,NA,"2/15/2021 15:41","5/26/2021 22:49","SLH","40000","130000","66000","140000"
"Clintonville Wastewater Utility","WI0021466",4455,"545042001","qPCR","Gene copies/L",560046,FALSE,"Gene copies/L",443047,FALSE,7199445,NA,2021-01-26,"7:00","2/1/2021 14:37",0.473,NA,"7.8",NA,"1126",NA,NA,"2/15/2021 15:41","5/5/2021 22:46","SLH","40000","130000","66000","140000"
"Mondovi WWTF","WI0020591",2800,"545045001","qPCR","Gene copies/L",1711988,FALSE,"Gene copies/L",1399908,FALSE,18817367,NA,2021-01-26,"8:00","1/29/2021 10:00",0.205,NA,"7.2",NA,"749",NA,NA,"2/15/2021 15:41","5/26/2021 22:49","SLH","40000","130000","66000","140000"
"Portage WWTF","WI0020427",10693,"545050001","qPCR","Gene copies/L",445500,FALSE,"Gene copies/L",291145,FALSE,116197234,NA,2021-01-26,"7:20","1/29/2021 10:00",1.589,NA,"7.6",NA,"1830","11.7","2.92","2/15/2021 15:41","5/26/2021 22:49","SLH","40000","130000","66000","140000"
"New Richmond WWTF","WI0021245",9167,"545052001","qPCR","Gene copies/L",203304,FALSE,"Gene copies/L",131586,FALSE,19726759,NA,2021-01-26,"7:00","1/29/2021 10:00",0.626,NA,"7.69",NA,"1119",NA,NA,"2/15/2021 15:41","5/26/2021 22:49","SLH","40000","130000","66000","140000"
"South Milwaukee WWTF","WI0028819",21156,"861","droplet digital PCR","copies/L wastewater",13921.30133,FALSE,"copies/L wastewater",5798.208,FALSE,3581023.68,NA,2021-02-07,"7:00","2/11/2021",2.646,NA,NA,NA,"1045",NA,NA,"2/15/2021 10:28","1/7/2022 13:57","UWM","3473.323","11596.416","3473.323","11596.416"
"Menomonie WWTF","WI0024708",16000,"545086001","qPCR","Gene copies/L",173880,FALSE,"Gene copies/L",115361,FALSE,12355119,NA,2021-01-26,"7:07","1/29/2021 10:00",1.333,NA,"7.7",NA,"1917",NA,NA,"2/15/2021 15:41","5/26/2021 22:49","SLH","40000","130000","66000","140000"
"Marshfield WWTF","WI0021024",19316,"545088001","qPCR","Gene copies/L",197627,FALSE,"Gene copies/L",86481,FALSE,12913572,NA,2021-01-26,"7:55","2/1/2021 14:37",2.049,NA,"7.1",NA,"1873","12.6","5.8","2/15/2021 15:41","5/5/2021 22:46","SLH","40000","130000","66000","140000"
"Monroe WWTF","WI0020362",10800,"545089001","qPCR","Gene copies/L",140086,FALSE,"Gene copies/L",81970,FALSE,11443077,NA,2021-01-26,"7:00","1/29/2021 10:00",1.73,NA,"8.48",NA,"2100",NA,NA,"2/15/2021 15:41","5/26/2021 22:49","SLH","40000","130000","66000","140000"
"Spooner WWTP","WI0021067",2700,"545090001","qPCR","Gene copies/L",1103501,FALSE,"Gene copies/L",667239,FALSE,28762319,NA,2021-01-26,"7:30","1/29/2021 10:00",0.182,NA,"8.3",NA,"1274","5.5",NA,"2/15/2021 15:41","5/26/2021 22:49","SLH","40000","130000","66000","140000"
"Lake Geneva WWTP","WI0021130",8000,"545092001","qPCR","Gene copies/L",149360,FALSE,"Gene copies/L",89665,FALSE,15113421,NA,2021-01-26,"7:00","2/1/2021 14:37",1.0753604,NA,"7.7",NA,"1718","2.5","2.22","2/15/2021 15:41","5/5/2021 22:46","SLH","40000","130000","66000","140000"
"Lodi WWTF","WI0022918",3100,"545093001","qPCR","Gene copies/L",23427,TRUE,"Gene copies/L",20427,TRUE,3182561,NA,2021-01-26,"6:50","2/1/2021 14:37",0.408,NA,"6.9",NA,"1469",NA,NA,"2/15/2021 15:41","5/5/2021 22:46","SLH","40000","130000","66000","140000"
"La Crosse WWTP","WI0029581",85000,"545094001","qPCR","Gene copies/L",89177,FALSE,"Gene copies/L",57993,TRUE,12343857,NA,2021-01-26,"7:00","2/1/2021 14:37",9.83,NA,"7.47",NA,"2160",NA,NA,"2/15/2021 15:41","5/5/2021 22:46","SLH","40000","130000","66000","140000"
"Berlin WWTF","WI0021229",6000,"545100001","qPCR","Gene copies/L",124834,FALSE,"Gene copies/L",79110,FALSE,21657008,NA,2021-01-26,"7:00","2/1/2021 14:37",0.572,NA,"7",NA,"1882",NA,NA,"2/15/2021 15:41","5/5/2021 22:46","SLH","40000","130000","66000","140000"
"Oshkosh WWTP","WI0025038",67000,"545101001","qPCR","Gene copies/L",733316,FALSE,"Gene copies/L",595713,FALSE,13394948,NA,2021-01-26,"7:00","1/29/2021 10:00",8.258,NA,"8.11",NA,"1426",NA,NA,"2/15/2021 15:41","5/26/2021 22:49","SLH","40000","130000","66000","140000"
"Grafton Water & Wastewater Utility","WI0020184",11400,"873","droplet digital PCR","copies/L wastewater",19985.61067,FALSE,"copies/L wastewater",11106.22933,FALSE,10178376,NA,2021-02-08,"7:20","2/11/2021",1.264,"220","7.8","237.3","2570","11.3",NA,"2/15/2021 10:28","1/7/2022 13:57","UWM","3333.269","11106.229","3333.269","11106.229"
"Manitowoc WWTF","WI0024601",34450,"545102001","qPCR","Gene copies/L",199014,FALSE,"Gene copies/L",148859,FALSE,6637725,NA,2021-01-26,"12:00","2/1/2021 14:37",5.714,NA,"7.6",NA,"1541","10.6",NA,"2/15/2021 15:41","5/5/2021 22:46","SLH","40000","130000","66000","140000"
"Rhinelander WWTP","WI0020044",7800,"545103001","qPCR","Gene copies/L",283564,FALSE,"Gene copies/L",186109,FALSE,14623997,NA,2021-01-26,"9:47","1/29/2021 10:00",0.831,NA,"7.36",NA,"1451","3.5",NA,"2/15/2021 15:41","5/26/2021 22:49","SLH","40000","130000","66000","140000"
"Hartford WPCF","WI0020192",15200,"545108001","qPCR","Gene copies/L",32638,TRUE,"Gene copies/L",23488,TRUE,1577642,NA,2021-01-26,"7:20","2/1/2021 14:37",1.72,NA,"7.6",NA,"1951",NA,NA,"2/15/2021 15:41","5/5/2021 22:46","SLH","40000","130000","66000","140000"
"Oconomowoc WWTP","WI0021181",34135,"545109001","qPCR","Gene copies/L",526605,FALSE,"Gene copies/L",446668,FALSE,86077171,NA,2021-01-26,"7:10","1/29/2021 10:00",2.536,NA,"7.5",NA,"1741","14.2","3.95","2/15/2021 15:41","5/26/2021 22:49","SLH","40000","130000","66000","140000"
"Sheboygan WWTP","WI0025411",75000,"545113001","qPCR","Gene copies/L",274262,FALSE,"Gene copies/L",221622,FALSE,18250203,NA,2021-01-26,"6:00","1/29/2021 10:00",9.629,NA,"7.6",NA,"1279","13.89",NA,"2/15/2021 15:41","5/26/2021 22:49","SLH","40000","130000","66000","140000"
"Platteville WWTF","WI0020435",14000,"545237001","qPCR","Gene copies/L",49536,FALSE,"Gene copies/L",41267,TRUE,34458364,NA,2021-01-25,"6:00","2/2/2021 10:00",0.944,NA,"7.8",NA,"1445","13.96","3.72","2/15/2021 15:41","6/7/2021 22:47","SLH","40000","130000","66000","140000"
"Platteville WWTF","WI0020435",14000,"545237002","qPCR","Gene copies/L",187805,FALSE,"Gene copies/L",124123,FALSE,10458352,NA,2021-01-26,"6:00","2/2/2021 10:00",0.876,NA,"7.78",NA,"1694","12.66","5.3","2/15/2021 15:41","6/7/2021 22:47","SLH","40000","130000","66000","140000"
"Platteville WWTF","WI0020435",14000,"545237003","qPCR","Gene copies/L",169196,FALSE,"Gene copies/L",104985,FALSE,8297546,NA,2021-01-27,"6:00","2/2/2021 10:00",0.976,NA,"7.93",NA,"1653","13.03","8.86","2/15/2021 15:41","6/7/2021 22:47","SLH","40000","130000","66000","140000"
"Hudson WWTF","WI0024279",19680,"545239001","qPCR","Gene copies/L",117764,FALSE,"Gene copies/L",77413,FALSE,7426745,NA,2021-01-25,"7:00","2/2/2021 10:00",1.389,NA,"7.6",NA,"1272","12.5","10.48","2/15/2021 15:41","6/7/2021 22:47","SLH","40000","130000","66000","140000"
"Fox River WPCC","WI0023469",51000,"945","droplet digital PCR","copies/L wastewater",0,TRUE,"copies/L wastewater",966.368,TRUE,10239859.41,NA,2021-02-24,"6:51","2/26/2021",7.86,"190","7.5","179","3570","7.2",NA,"3/1/2021 10:49","1/17/2022 11:01","UWM","2899.104","9663.68","2899.104","9663.68"
"De Pere WWTF","WI0065251",43000,"909","droplet digital PCR","copies/L wastewater",4901.866667,FALSE,"copies/L wastewater",4901.866667,FALSE,12101168.21,NA,2021-02-17,"6:00","2/26/2021",5.98,"256","7.3","320","1692",NA,NA,"3/1/2021 10:49","1/7/2022 13:55","UWM","3683.403","12268.672","3683.403","12268.672"
"De Pere WWTF","WI0065251",43000,"924","droplet digital PCR","copies/L wastewater",10475.98933,FALSE,"copies/L wastewater",9313.546667,FALSE,14321433.71,NA,2021-02-21,"6:00","2/25/2021",5.71,"176","7.3","350","1350",NA,NA,"3/1/2021 10:49","1/7/2022 13:55","UWM","3487.328","11638.432","3487.328","11638.432"
"Janesville WW Utility","WI0030350",63500,"547585001","qPCR","Gene copies/L",190116,FALSE,"Gene copies/L",225705,FALSE,11354509,NA,2021-02-13,"7:00","2/25/2021 14:51",11.59,NA,"7.74",NA,"1615",NA,NA,"3/1/2021 22:59","6/1/2021 22:51","SLH","40000","130000","66000","140000"
"MMSD-P2","WI0024597",380000,"551906001","qPCR","Gene copies/L",23491,TRUE,"Gene copies/L",23324,TRUE,19977361,NA,2021-03-15,"0:00","3/17/2021 10:00",6.34,NA,"7",NA,"1304",NA,NA,"3/22/2021 22:45","3/22/2021 22:45","SLH","40000","130000","66000","140000"
"De Pere WWTF","WI0065251",43000,"943","droplet digital PCR","copies/L wastewater",3781.44,FALSE,"copies/L wastewater",3781.44,FALSE,11965316.48,NA,2021-02-24,"6:00","2/26/2021",6.37,"248","7.3","360","1696",NA,NA,"3/1/2021 10:49","1/7/2022 13:55","UWM","2843.083","9467.605","2843.083","9467.605"
"Green Bay MSD","WI0065251",189000,"910","droplet digital PCR","copies/L wastewater",5581.125333,FALSE,"copies/L wastewater",1135.132267,TRUE,18703002.24,NA,2021-02-17,"6:00","2/26/2021",22.79,"556","7.4","230","2350",NA,NA,"3/1/2021 10:49","1/7/2022 13:55","UWM","3410.299","11351.323","3410.299","11351.323"
"Green Bay MSD","WI0065251",189000,"925","droplet digital PCR","copies/L wastewater",3235.232,FALSE,"copies/L wastewater",4313.642667,FALSE,11924140.8,NA,2021-02-21,"6:00","2/25/2021",20.26,"240","7.8","180","1696",NA,NA,"3/1/2021 10:49","1/7/2022 13:55","UWM","3235.232","10798.112","3235.232","10798.112"
"MMSD-P7","WI0024597",380000,"551908001","qPCR","Gene copies/L",20527,TRUE,"Gene copies/L",3648,TRUE,13943199,NA,2021-03-15,"0:00","3/17/2021 10:00",4.7,NA,"7",NA,"1396",NA,NA,"3/22/2021 22:45","3/22/2021 22:45","SLH","40000","130000","66000","140000"
"MMSD-P8","WI0024597",380000,"551912001","qPCR","Gene copies/L",15351,TRUE,"Gene copies/L",15143,TRUE,10401469,NA,2021-03-15,"0:00","3/17/2021 10:00",6.3,NA,"7",NA,"1360",NA,NA,"3/22/2021 22:45","3/22/2021 22:45","SLH","40000","130000","66000","140000"
"Green Bay MSD","WI0065251",189000,"926","droplet digital PCR","copies/L wastewater",8095.082667,FALSE,"copies/L wastewater",6288.394667,FALSE,116450705.3,NA,2021-02-22,"6:00","2/26/2021",22.67,"264","7.6","180","2360",NA,NA,"3/1/2021 10:49","1/7/2022 13:55","UWM","2703.029","8991.424","2703.029","8991.424"
"Green Bay MSD","WI0065251",189000,"927","droplet digital PCR","copies/L wastewater",10602.03733,FALSE,"copies/L wastewater",8669.301333,FALSE,19114899.09,NA,2021-02-23,"6:00","2/26/2021",26.42,"244","7.7","210","2460",NA,NA,"3/1/2021 10:49","1/7/2022 13:55","UWM","2885.099","9635.669","2885.099","9635.669"
"Milwaukee MSD Jones Island","WI0036820",470007,"939","droplet digital PCR","copies/L wastewater",3725.418667,FALSE,"copies/L wastewater",4663.776,FALSE,13130280.11,NA,2021-02-24,"0:00","2/26/2021",104,"160",NA,"210","3120",NA,NA,"3/1/2021 10:49","1/7/2022 13:55","UWM","2801.067","9327.552","2801.067","9327.552"
"Oshkosh WWTP","WI0025038",67000,"547238001","qPCR","Gene copies/L",246650,FALSE,"Gene copies/L",157159,FALSE,27009437,NA,2021-02-09,"7:00","2/17/2021 9:21",7.514,NA,"7.93",NA,"969",NA,NA,"3/1/2021 22:59","5/7/2021 22:46","SLH","40000","130000","66000","140000"
"Oshkosh WWTP","WI0025038",67000,"547238002","qPCR","Gene copies/L",173621,FALSE,"Gene copies/L",127956,FALSE,24294117,NA,2021-02-10,"7:00","2/17/2021 9:21",7.752,NA,"7.76",NA,"889",NA,NA,"3/1/2021 22:59","5/7/2021 22:46","SLH","40000","130000","66000","140000"
"Milwaukee MSD South Shore","WI0036820",615934,"940","droplet digital PCR","copies/L wastewater",17604.704,FALSE,"copies/L wastewater",9383.573333,FALSE,319425029.4,NA,2021-02-24,"0:00","2/26/2021",63,"400",NA,"420","2760",NA,NA,"3/1/2021 10:49","1/7/2022 13:56","UWM","3515.339","11736.469","3515.339","11736.469"
"Racine Wastewater Utility","WI0025194",139000,"942","droplet digital PCR","copies/L wastewater",23636.33422,FALSE,"copies/L wastewater",16596.32,FALSE,7896767.147,NA,2021-02-24,"0:00","3/4/2021",23.3,"130","6.91","120","1972","10.72222222",NA,"3/1/2021 10:49","2/18/2022 10:37","UWM","2861.756","9542.3","2861.756","9542.3"
