"Site","Date","sample_id","FlowRate","Cov1_below_lod","cov2_conc","BCoV","BCoVConc","bod","capacity_mgd","composite_freq","concentration_method","conductivity","county","do","epaid","equiv_sewage_amt","extraction_method","hf183_conc","inhibition_adjust","inhibition_detect","inhibition_method","lod_ref","n1_lod","n1_loq","n1_ntc_amplify","n1_num_no_target_control","n1_num_ntc_amplify","N1","N1Error","n1_sars_cov2_lod","n1_sars_cov2_units","n2_lod","n2_loq","n2_ntc_amplify","n2_num_no_target_control","n2_num_ntc_amplify","N2","N2Error","n2_sars_cov2_lod","n2_sars_cov2_units","pcr_type","ph","PMMoV","Pop","quant_stan_ref","quant_stan_type","sample_collect_time","sample_location","sample_location_specify","sample_matrix","sample_type","state","temperature","RepDate","tss","wwtp_comments","zipcode","analytical_comments","unformatted_collectdate","mycustomer","AVG","wt"
"La Crosse",2020-12-03,"538624001",10.22,NA,509227,1.499,5.863335096,NA,20,"24hr-FWCmp","filtMgCl2",1545,"La Crosse",NA,"WI0029581",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,687885,63491,NA,"Gene copies/L",66000,140000,"N",3,NA,330568,12443,"No","Gene copies/L","qPCR",7.13,15920658,85000,"IDT","DNA-plasm","07:32","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-04 20:34:00,NA,NA,"54601",NA,"44168.313888888886","355660",476857.17849268,2
"Oshkosh",2020-12-03,"538626001",10.6,NA,556825,2.575,5.863335096,NA,20,"24hr-FWCmp","filtMgCl2",1146,"Winnebago","7.25","WI0025038",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,703138,58574,NA,"Gene copies/L",66000,140000,"N",3,NA,410513,27299,"No","Gene copies/L","qPCR",7.8,14609965,67000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",12.9,2020-12-04 21:58:00,NA,NA,"54902",NA,"44168.291666666664","355660",537259.052779942,2
"Marinette",2020-12-03,"538627001",2.13,NA,182191,7.54,5.863335096,NA,7.8,"24hr-FWCmp","filtMgCl2",849,"Marinette",NA,"WI0026182",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,132564,7690,NA,"Gene copies/L",66000,140000,"N",3,NA,231818,6307,"No","Gene copies/L","qPCR",7.25,12363847,10608,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-08 18:15:00,NA,NA,"54143",NA,"44168.291666666664","355660",175301.800766564,2
"Manitowoc",2020-12-03,"538628001",7.55,NA,226682,4.374,5.863335096,NA,15.5,"24hr-FWCmp","filtMgCl2",758,"Manitowoc",NA,"WI0024601",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,241792,17560,NA,"Gene copies/L",66000,140000,"N",3,NA,211572,19117,"No","Gene copies/L","qPCR",8,4689835,34450,"IDT","DNA-plasm","12:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",13.3,2020-12-04 20:34:00,NA,"Sample received below 2 degrees C Sample received below 2 degrees C","54220",NA,"44168.5","355660",226177.843795541,2
"Fall UW-Sellery",2020-12-04,"538674001",NA,NA,252922,4.233,5.863335096,NA,NA,NA,"filtMgCl2",773,NA,NA,NA,1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,478765,21163,NA,"Gene copies/L",66000,140000,"N",3,NA,27078,7660,"Yes","Gene copies/L","qPCR",8,115650725,NA,"IDT","DNA-plasm","08:15",NA,NA,"Influent (Untreated Waste H2O)",NA,NA,NA,2020-12-04 21:58:00,198,NA,NA,NA,"44169.34375","355590",113859.556779394,2
"Fall UW-LakeShore",2020-12-04,"538675001",NA,NA,115603,6.189,5.863335096,NA,NA,NA,"filtMgCl2",1010,NA,NA,NA,1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,161244,10629,NA,"Gene copies/L",66000,140000,"N",3,NA,69962,32598,"No","Gene copies/L","qPCR",8,8212800,NA,"IDT","DNA-plasm","08:00",NA,NA,"Influent (Untreated Waste H2O)",NA,NA,NA,2020-12-04 21:58:00,86,NA,NA,NA,"44169.333333333336","355590",106211.829510653,2
"Appleton",2020-12-04,"538912001",10,NA,54720,2.65576538,5.863335,NA,15.5,"24hr-FWCmp","filtMgCl2",1123,"Outagamie",NA,"WI0023221",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,55522,6510,NA,"Gene copies/L",33000,68000,"N",3,NA,53917,2020,"No","Gene copies/L","qPCR",7.4,30103175.16,74832,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",15.556,2020-12-10 08:56:00,NA,NA,"54914",NA,"44169","355660",54713.6150697429,2
"Eau Claire",2020-12-04,"538922001",7.13,NA,480873,1.022805788,5.863335,NA,12,"24hr-FWCmp","filtMgCl2",1232,"Eau Claire","4.72","WI0023850",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,501545,36396,NA,"Gene copies/L",33000,68000,"N",3,NA,460201,49337,"No","Gene copies/L","qPCR",7.06,30495252.98,75000,"IDT","DNA-plasm","06:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",16.5,2020-12-10 08:56:00,NA,NA,"54703",NA,"44169.25","355660",480428.465585669,2
"Hudson",2020-12-05,"538929001",1.533,NA,208431,1.725230971,5.863335,NA,2.2,"24hr-FWCmp","filtMgCl2",1288,"Saint Croix","7.08","WI0024279",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,215087,45556,NA,"Gene copies/L",33000,68000,"N",3,NA,201774,47896,"No","Gene copies/L","qPCR",8.01,14752011.74,19680,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",6.9,2020-12-10 08:56:00,NA,NA,"54016",NA,"44170.291666666664","355660",208324.180876825,2
"Janesville",2020-12-05,"538931001",11.57,NA,349802,7.845544562,5.863335,NA,16.1,"24hr-FWCmp","filtMgCl2",1482,"Rock",NA,"WI0030350",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,384095,11353,NA,"Gene copies/L",33000,68000,"N",3,NA,315509,394,"No","Gene copies/L","qPCR",7.6,13148642.84,63500,"IDT","DNA-plasm","06:35","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 08:56:00,NA,"sample was not iced at arrival  sample was not iced at arrival","53548",NA,"44170.274305555555","355660",348116.976539496,2
"Kenosha",2020-12-05,"538932001",16.28,NA,590344,5.180515541,5.863335,NA,28,"24hr-FWCmp","filtMgCl2",1060,"Kenosha",NA,"WI0028703",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,613025,51204,NA,"Gene copies/L",33000,68000,"N",3,NA,567663,57554,"No","Gene copies/L","qPCR",7.4,13501939,122000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 08:56:00,NA,NA,"53143",NA,"44170","355660",589908.137403613,2
"Lac du Flambeau",2020-12-08,"538933001",0.091,NA,378669,7.87,5.8633,NA,0.19,"24hr-TWCmp","filtMgCl2",707,"Vilas",NA,"WI0036498",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,418853,20453,NA,"Gene copies/L",33000,68000,"N",3,NA,338484,39058,"No","Gene copies/L","qPCR",7.4,12230385,3400,"IDT","DNA-plasm","09:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8.05,2020-12-10 09:21:00,NA,NA,"54538",NA,"44173.375","355660",376530.262863425,2
"Menomonie",2020-12-05,"538934001",1.381,NA,84483,0.817007294,5.863335,NA,2.88,"24hr-FWCmp","filtMgCl2",1330,"Dunn",NA,"WI0024708",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,97673,12566,NA,"Gene copies/L",33000,68000,"N",3,NA,71292,13891,"No","Gene copies/L","qPCR",8.5,10262348.3,16000,"IDT","DNA-plasm","07:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 08:56:00,NA,NA,"54751",NA,"44170.302083333336","355660",83446.4110432558,2
"Peshtigo",2020-12-07,"538935001",0.703,NA,752562,14.01360555,5.863335,NA,4.2,"24hr-FWCmp","filtMgCl2",640,"Marinette","4.96","WI0030651",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,626754,30097,NA,"Gene copies/L",33000,68000,"N",3,NA,878369,95726,"No","Gene copies/L","qPCR",7.8,4448339.017,4000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",12.4,2020-12-10 08:56:00,NA,NA,"54157",NA,"44172.333333333336","355660",741971.215227383,2
"Red Cliff",2020-12-08,"538938001",0.0424,NA,160475,3.84,5.863335,NA,0.22,"24hr-FWCmp","filtMgCl2",643,"Bayfield",NA,"WI0049727",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,156503,15429,NA,"Gene copies/L",33000,68000,"N",3,NA,164448,5859,"No","Gene copies/L","qPCR",7.5,9940531,1900,"IDT","DNA-plasm","11:35","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",5.3,2020-12-10 10:19:00,NA,"Sample is re-reported to update total flow with corrected info from WWTP Sample is re-reported to update total flow with corrected info from WWTP","54814",NA,"44173.482638888891","355660",160426.323725254,2
"Sheboygan",2020-12-04,"538940001",9.186,NA,256391,1.258266149,5.863335,NA,18.4,"24hr-FWCmp","filtMgCl2",1032,"Sheboygan",NA,"WI0025411",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,358201,40560,NA,"Gene copies/L",33000,68000,"N",3,NA,154581,24200,"No","Gene copies/L","qPCR",7.4,18642928.17,75000,"IDT","DNA-plasm","06:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",16,2020-12-10 08:56:00,NA,NA,"53081",NA,"44169.25","355660",235310.579407302,2
"Sun Prairie",2020-12-08,"538944001",3.391,NA,158025,3.470718446,5.863335,NA,6.2,"24hr-FWCmp","filtMgCl2",1481,"Dane",NA,"WI0020478",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,174574,23140,NA,"Gene copies/L",33000,68000,"N",3,NA,141475,10434,"No","Gene copies/L","qPCR",7.4,18941649.49,34926,"IDT","DNA-plasm","06:20","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",15.5,2020-12-10 08:56:00,NA,NA,"53590",NA,"44173.263888888891","355660",157155.517402349,2
"Washburn",2020-12-07,"538948001",0.158,NA,458636,3.289296457,5.863335,NA,0.36,"24hr-FWCmp","filtMgCl2",735,"Bayfield",NA,"WI0022675",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,470788,14131,NA,"Gene copies/L",33000,68000,"N",3,NA,446485,24042,"No","Gene copies/L","qPCR",7.4,13795564.31,2200,"IDT","DNA-plasm","07:35","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",13.6,2020-12-10 08:56:00,NA,NA,"54891",NA,"44172.315972222219","355660",458475.49572469,2
"Stevens Point",2020-12-05,"538949001",2.03,NA,353696,9.023468775,5.863335,NA,4.55,"24hr-FWCmp","filtMgCl2",964,"Portage",NA,"WI0029572",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,417901,16191,NA,"Gene copies/L",33000,68000,"N",3,NA,289490,11900,"No","Gene copies/L","qPCR",7.26,20595325.07,27000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 08:56:00,NA,NA,"54481",NA,"44170.291666666664","355660",347819.149113444,2
"Wausau",2020-12-05,"538950001",3.86,NA,901957,2.587416185,5.863335,NA,8.2,"24hr-FWCmp","filtMgCl2",1518,"Marathon",NA,"WI0025739",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,984805,532,NA,"Gene copies/L",33000,68000,"N",3,NA,819110,51839,"No","Gene copies/L","qPCR",7.25,27138476.82,NA,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 08:56:00,NA,NA,"54401",NA,"44170.333333333336","355660",898144.544909114,2
"WI Rapids",2020-12-04,"538951001",2.759,NA,260987,0.017513984,5.863335,NA,5.27,"24hr-FWCmp","filtMgCl2",1111,"Wood",NA,"WI0025844",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,362067,17475,NA,"Gene copies/L",33000,68000,"N",3,NA,159907,23734,"No","Gene copies/L","qPCR",6.87,15822514.42,20000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8.7,2020-12-10 08:56:00,NA,NA,"54494",NA,"44169.333333333336","355660",240618.053705452,2
"Fall UW-LakeShore",2020-12-08,"539013001",NA,NA,308628,7.043063095,5.863335,NA,NA,NA,"filtMgCl2",1472,NA,NA,NA,2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,311140,10613,NA,"Gene copies/L",33000,68000,"N",3,NA,306116,13534,"No","Gene copies/L","qPCR",705,40314007.33,NA,"IDT","DNA-plasm","07:30",NA,NA,"Influent (Untreated Waste H2O)",NA,NA,NA,2020-12-10 08:56:00,397,NA,NA,NA,"44173.3125","355590",308617.776934512,2
"Fall UW-Sellery",2020-12-08,"539016001",NA,NA,29626,4.92825596,5.863335,NA,NA,NA,"filtMgCl2",855,NA,NA,NA,2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,27434,3564,NA,"Gene copies/L",33000,68000,"N",3,NA,31819,4142,"Yes","Gene copies/L","qPCR",7.5,5969091.103,NA,"IDT","DNA-plasm","08:00",NA,NA,"Influent (Untreated Waste H2O)",NA,NA,NA,2020-12-10 08:56:00,188,NA,NA,NA,"44173.333333333336","355590",29545.2609736316,2
"Madison",2020-12-07,"539193001",37.4,NA,356374,3.350925512,5.863335,NA,56,"24hr-FWCmp","filtMgCl2",1460,"Dane",NA,"WI0024597",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,370436,38942,NA,"Gene copies/L",33000,68000,"N",3,NA,342312,13013,"No","Gene copies/L","qPCR",7.67,23825767.51,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 08:56:00,NA,NA,"53713",NA,"44172","355660",356096.458887195,2
"Madison",2020-12-08,"539193002",37.96,NA,493621,1.516285291,5.863335,NA,56,"24hr-FWCmp","filtMgCl2",1359,"Dane",NA,"WI0024597",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,512015,26909,NA,"Gene copies/L",33000,68000,"N",3,NA,475227,21170,"No","Gene copies/L","qPCR",7.83,24931830.92,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 08:56:00,NA,NA,"53713",NA,"44173","355660",493278.169398363,2
"Algoma",2020-12-08,"539283001",0.471,NA,271231,24.75,5.8633,NA,1,"24hr-FWCmp","filtMgCl2",1035,"Kewaunee","10.82","WI0020745",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,264854,15451,NA,"Gene copies/L",33000,68000,"N",3,NA,277608,102444,"No","Gene copies/L","qPCR",7.9,13964405,NA,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10.6,2020-12-10 09:21:00,NA,NA,"54201",NA,"44173.3125","355660",271156.023779668,2
"Appleton",2020-12-08,"539284001",9.2,NA,54065,2.59,5.8633,NA,15.5,"24hr-FWCmp","filtMgCl2",1216,"Outagamie",NA,"WI0023221",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,66534,10602,NA,"Gene copies/L",33000,68000,"N",3,NA,41595,1686,"No","Gene copies/L","qPCR",7.25,43444657,74832,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 09:21:00,NA,NA,"54914",NA,"44173","355660",52606.8601039826,2
"Ashland",2020-12-08,"539285001",0.567,NA,312982,9.16,5.8633,NA,1.92,"24hr-FWCmp","filtMgCl2",842,"Ashland",NA,"WI0030767",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,275478,28020,NA,"Gene copies/L",33000,68000,"N",3,NA,350487,21951,"No","Gene copies/L","qPCR",7.51,11922058,8000,"IDT","DNA-plasm","07:55","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",13,2020-12-10 09:21:00,NA,NA,"54806",NA,"44173.329861111109","355660",310727.304538883,2
"Baraboo",2020-12-08,"539286001",1.68,NA,92986,2.26,5.8633,NA,2.53,"24hr-FWCmp","filtMgCl2",1216,"Sauk",NA,"WI0020605",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,114287,25824,NA,"Gene copies/L",33000,68000,"N",3,NA,71685,7410,"No","Gene copies/L","qPCR",7.5,9269505,14000,"IDT","DNA-plasm","07:28","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 09:21:00,NA,NA,"53913",NA,"44173.311111111114","355660",90513.3337967396,2
"Berlin WWTP",2020-12-08,"539287001",0.767,NA,507585,10.39,5.8633,NA,1.5,"24hr-FWCmp","filtMgCl2",1569,"Green Lake",NA,"WI0021229",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,723301,28959,NA,"Gene copies/L",33000,68000,"N",3,NA,291869,70492,"No","Gene copies/L","qPCR",7.76,24520700,6000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",13.8,2020-12-10 09:21:00,NA,NA,"54923",NA,"44173.291666666664","355660",459466.146270865,2
"BlackRiverFallsWWTP",2020-12-08,"539288001",0.465,NA,253645,23.22,5.8633,NA,1.5,"24hr-FWCmp","filtMgCl2",644,"Jackson",NA,"WI0021954",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,167263,17727,NA,"Gene copies/L",33000,68000,"N",3,NA,340027,14527,"No","Gene copies/L","qPCR",7.58,16494727,5200,"IDT","DNA-plasm","08:16","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 09:21:00,NA,NA,"54615",NA,"44173.344444444447","355660",238482.569805426,2
"Chippewa Falls",2020-12-08,"539289001",2.098,NA,510067,10.9,5.8633,NA,4.5,"24hr-FWCmp","filtMgCl2",1215,"Chippewa",NA,"WI0023604",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,414147,24618,NA,"Gene copies/L",33000,68000,"N",3,NA,605987,54732,"No","Gene copies/L","qPCR",6.8,26033949,13000,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",12,2020-12-10 09:21:00,NA,NA,"54729-2175",NA,"44173.3125","355660",500966.763457417,2
"Clintonville",2020-12-08,"539290001",0.567,NA,118852,3.7,5.8633,NA,0.679,"24hr-FWCmp","filtMgCl2",1250,"Waupaca",NA,"WI0021466",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,133532,39719,NA,"Gene copies/L",33000,68000,"N",3,NA,104172,13336,"No","Gene copies/L","qPCR",7.5,16711545,4455,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 09:21:00,NA,NA,"54929",NA,"44173.291666666664","355660",117941.915806044,2
"Columbus",2020-12-08,"539291001",0.843,NA,159578,6.66,5.8633,NA,1.165,"24hr-FWCmp","filtMgCl2",1332,"Columbia","1.90","WI0021008",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,138742,6566,NA,"Gene copies/L",33000,68000,"N",3,NA,180413,21136,"No","Gene copies/L","qPCR",7.5,12827783,7000,"IDT","DNA-plasm","09:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",13.6,2020-12-10 09:21:00,NA,NA,"53925",NA,"44173.395833333336","355660",158211.442209469,2
"Eau Claire",2020-12-08,"539292001",7.95,NA,225124,1.68,5.8633,NA,12,"24hr-FWCmp","filtMgCl2",1095,"Eau Claire","4.91","WI0023850",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,250168,26575,NA,"Gene copies/L",33000,68000,"N",3,NA,200080,11570,"No","Gene copies/L","qPCR",7.45,27011953,75000,"IDT","DNA-plasm","06:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",16.3,2020-12-10 09:21:00,NA,NA,"54703",NA,"44173.25","355660",223726.648926765,2
"Hartford",2020-12-08,"539293001",1.82,NA,30180,1.23,5.8633,NA,3.6,"24hr-FWCmp","filtMgCl2",1961,"Washington",NA,"WI0020192",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,40618,3406,NA,"Gene copies/L",33000,68000,"N",3,NA,19743,5338,"Yes","Gene copies/L","qPCR",7.5,4289656,15200,"IDT","DNA-plasm","08:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 09:21:00,NA,NA,"53027",NA,"44173.34375","355660",28318.2127614014,2
"Hayward",2020-12-08,"539294001",0.279249,NA,237337,3.25,5.8633,NA,0.772,"24hr-FWCmp","filtMgCl2",867,"Sawyer",NA,"WI0021121",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,241268,2074,NA,"Gene copies/L",33000,68000,"N",3,NA,233406,10390,"No","Gene copies/L","qPCR",7.25,39723235,2375,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 09:21:00,NA,NA,"54843",NA,"44173.333333333336","355660",237304.443295948,2
"Heart of the Valley",2020-12-08,"539295001",4.715,NA,131132,4.97,5.8633,NA,26.4,"24hr-FWCmp","filtMgCl2",2270,"Outagamie",NA,"WI0031232",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,112309,12294,NA,"Gene copies/L",33000,68000,"N",3,NA,149955,15373,"No","Gene copies/L","qPCR",7.8,21283914,50000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 09:21:00,NA,NA,"54130",NA,"44173.291666666664","355660",129774.019337462,2
"Hudson",2020-12-08,"539296001",1.447,NA,324700,7.53,5.8633,NA,2.2,"24hr-FWCmp","filtMgCl2",1130,"Saint Croix","5.44","WI0024279",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,441343,7828,NA,"Gene copies/L",33000,68000,"N",3,NA,208057,21287,"No","Gene copies/L","qPCR",7.6,11780764,19680,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8.17,2020-12-10 09:21:00,NA,NA,"54016",NA,"44173.291666666664","355660",303025.577387454,2
"Janesville",2020-12-08,"539297001",11.03,NA,275124,10.23,5.8633,NA,16.1,"24hr-FWCmp","filtMgCl2",1257,"Rock",NA,"WI0030350",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,226400,11985,NA,"Gene copies/L",33000,68000,"N",3,NA,323847,24543,"No","Gene copies/L","qPCR",7.59,14061266,63500,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 09:21:00,NA,NA,"53548",NA,"44173.291666666664","355660",270774.741805804,2
"Kenosha",2020-12-08,"539298001",17.24,NA,409849,17.47,5.8633,NA,28,"24hr-FWCmp","filtMgCl2",1079,"Kenosha",NA,"WI0028703",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,461512,42274,NA,"Gene copies/L",33000,68000,"N",3,NA,358185,16316,"No","Gene copies/L","qPCR",7.5,24199653,122000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 09:21:00,NA,NA,"53143",NA,"44173","355660",406579.236705467,2
"La Crosse",2020-12-10,"539299001",10.08,NA,276852,14.13,5.8633,NA,20,"24hr-FWCmp","filtMgCl2",1930,"La Crosse",NA,"WI0029581",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,280911,2628,NA,"Gene copies/L",33000,68000,"N",3,NA,272792,4702,"No","Gene copies/L","qPCR",7.49,28226389,85000,"IDT","DNA-plasm","07:56","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-11 09:16:00,NA,NA,"54601",NA,"44175.330555555556","355660",276821.735981841,2
"Lake Geneva",2020-12-08,"539300001",1.0992536,NA,283195,4.37,5.8633,NA,2.5,"24hr-FWCmp","filtMgCl2",1417,"Walworth","1.25","WI0021130",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,297175,17671,NA,"Gene copies/L",33000,68000,"N",3,NA,269215,42321,"No","Gene copies/L","qPCR",7.59,26749330,8000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4.2,2020-12-10 09:21:00,NA,NA,"53147",NA,"44173.291666666664","355660",282849.726224015,2
"Lodi",2020-12-08,"539301001",0.357,NA,151855,14.49,5.8633,NA,0.542,"24hr-FWCmp","filtMgCl2",1070,"Columbia",NA,"WI0022918",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,137294,2483,NA,"Gene copies/L",33000,68000,"N",3,NA,166416,14235,"No","Gene copies/L","qPCR",7.5,16648220,3100,"IDT","DNA-plasm","07:10","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 09:21:00,NA,NA,"53555",NA,"44173.298611111109","355660",151155.278783111,2
"Manitowoc",2020-12-08,"539302001",6.33,NA,138933,28.92,5.8633,NA,15.5,"24hr-FWCmp","filtMgCl2",750,"Manitowoc",NA,"WI0024601",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,180459,9049,NA,"Gene copies/L",33000,68000,"N",3,NA,97408,20650,"No","Gene copies/L","qPCR",8,9088336,34450,"IDT","DNA-plasm","12:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",12.8,2020-12-10 09:21:00,NA,NA,"54220",NA,"44173.5","355660",132582.616779124,2
"Marinette",2020-12-08,"539303001",2.11,NA,217993,16.73,5.8633,NA,7.8,"24hr-FWCmp","filtMgCl2",782,"Marinette",NA,"WI0026182",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,329214,41166,NA,"Gene copies/L",33000,68000,"N",3,NA,106772,17431,"No","Gene copies/L","qPCR",7.5,39652678,10608,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-12-10 09:21:00,NA,NA,"54143",NA,"44173.291666666664","355660",187485.565332374,2
