"Site","Date","sample_id","FlowRate","cov2_conc","BCoV","capacity_mgd","conductivity","do","equiv_sewage_amt","n1_lod","n1_loq","N1","N1Error","n1_sars_cov2_lod","n2_lod","n2_loq","N2","N2Error","n2_sars_cov2_lod","ph","PMMoV","Pop","temperature","tss","wwtp_comments","zipcode","analytical_comments","AVG","wt"
"Washburn",2021-03-01,549286001,0.155,725,2.995846565,0.36,743.7,NA,1,40000,130000,1450,-1,NA,66000,140000,NA,-1,"Yes",7.8,7221946.29,2200,9.7,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54891",NA,1450,1
"Madison",2021-03-01,549470001,39.28,238793,2.02,56,1823,NA,1,40000,130000,242302,23627,NA,66000,140000,235284,43076,"No",7.53,24449887,380000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,238767.21669442,2
"MMSD-P2",2021-03-01,549471001,6.19,25499,0.815052689,56,1615,NA,1,40000,130000,33495,15776,NA,66000,140000,17504,12338,"Yes",7.25,47394654.89,380000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,24213.5598374134,2
"MMSD-P7",2021-03-01,549472001,4.79,46019,7.044347146,56,2062,NA,1,40000,130000,54535,20123,NA,66000,140000,37502,5857,"Yes",7.2,20545414.8,380000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,45223.5731670995,2
"MMSD-P8",2021-03-01,549473001,6.56,32376,2.663485572,56,1845,NA,1,40000,130000,53391,11697,NA,66000,140000,11361,3522,"Yes",7,11551489.38,380000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,24628.7464358217,2
"MMSD-P11",2021-03-01,549474001,9.77,22611,2.633851385,56,1905,NA,1,40000,130000,23426,4659,NA,66000,140000,21795,10649,"Yes",7,35704324.6,380000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,22595.7887669362,2
"MMSD-P18",2021-03-01,549475001,11.97,591134,1.363865542,56,1953,NA,1,40000,130000,618917,6192,NA,66000,140000,563350,36073,"No",7,34986165.49,380000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,590480.22147232,2
"Hudson",2021-03-01,549959001,1.529,59539,1.53,2.2,1072,5.75,1,40000,130000,65283,10419,NA,66000,140000,53796,8391,"Yes",7.72,4275135,19680,9.22,NA,"Sample was reanalyzed and is being re-reported with the updated data.  Sample was reanalyzed and is being re-reported with the updated data.","54016",NA,59261.8280852017,2
"Oshkosh",2021-03-01,549960001,9.153,54044,2.004,20,968,NA,1,40000,130000,57327,12906,NA,66000,140000,50761,6403,"Yes",7.5,7847090,67000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54902",NA,53944.1919672545,2
"Merrill",2021-03-01,549961001,1.008,53232,2.305,3.06,488,NA,1,40000,130000,58302,7838,NA,66000,140000,48161,8301,"Yes",7.62,5142545,10000,NA,NA,"RECEIVED WARM RECEIVED WARM Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54452",NA,52989.4576496118,2
"River Falls",2021-03-01,549965001,1.331,336291,3.68,1.8,947,4.3,1,40000,130000,388763,31466,NA,66000,140000,283819,31137,"No",7.53,11185798,16000,8.1,NA,"Sample was reanalyzed and is being re-reported with the updated data. Sample was reanalyzed and is being re-reported with the updated data.","54022",NA,332172.132932611,2
"Sun Prairie",2021-03-01,549993001,3.938,160192,6.53,6.2,1565,NA,1,40000,130000,175322,24747,NA,66000,140000,145063,18707,"No",7.3,7467747,34926,11.8,NA,"RECEIVED WARM RECEIVED WARM Sample was reanalyzed and is being re-reported with the updated data. Sample was reanalyzed and is being re-reported with the updated data.","53590",NA,159476.44116295,2
"Plymouth",2021-03-01,549996001,1.73,45256,0.09,1.8,1887,NA,1,40000,130000,58994,7094,NA,66000,140000,31518,7029,"Yes",8.3,3670149,9000,NA,NA,"Sample was reanalyzed and is being re-reported with the updated data.  Sample was reanalyzed and is being re-reported with the updated data. RECEIVED WARM RECEIVED WARM","53073",NA,43120.4463334971,2
"Wausau",2021-03-01,550019001,3.5,60102,4.65,8.2,891.9,NA,1,40000,130000,89382,13956,NA,66000,140000,30822,6068,"Yes",7,11872199,42000,NA,NA,"Sample was reanalyzed and is being re-reported with the updated data. Sample was reanalyzed and is being re-reported with the updated data.","54401",NA,52487.4461562001,2
"Kenosha",2021-03-01,550020001,37.18,131094,15.51,28,1573,NA,1,40000,130000,134671,25450,NA,66000,140000,127517,19754,"No",7.7,4841908,122000,NA,NA,"Sample was reanalyzed and is being re-reported with the updated data.  Sample was reanalyzed and is being re-reported with the updated data.","53143",NA,131045.190323796,2
"Platteville",2021-03-01,550154001,1.071,9612,11.187,3,1982,3.39,1,40000,130000,16248,9032,NA,66000,140000,2976,2160,"Yes",7.6,11536441,14000,13.65,NA,NA,"53818",NA,6953.70750031952,2
"Spring UW-LakeShore",2021-03-02,549369001,NA,36740,0.26,NA,1597,NA,0.125,320000,1e+06,51016,50617,NA,520000,1100000,22464,14725,"Yes",6,392180116,NA,NA,7900,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.",NA,NA,33852.9677281032,2
"Spring UW-Sellery",2021-03-02,549370001,NA,57521,0.1,NA,5279,NA,0.625,64000,2e+05,79945,17305,NA,1e+05,220000,35098,30171,"Yes",7.5,115822503,NA,NA,1510,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.",NA,NA,52970.8373541518,2
"Madison",2021-03-02,549476001,39.64,147157,2.32,56,1970,NA,1,40000,130000,171040,25181,NA,66000,140000,123274,15601,"No",7.74,30021745,380000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53713",NA,145206.008691101,2
"Hartford",2021-03-02,549632001,1.82,6659,0.52996104,3.6,2315,NA,1,40000,130000,1493,-1,NA,66000,140000,11826,2803,"Yes",7.7,894376.2018,15200,NA,NA,NA,"53027",NA,4201.93027072083,2
"Spooner",2021-03-02,549633001,0.247,99721,8.22,0.375,749.9,NA,1,40000,130000,124629,33105,NA,66000,140000,74813,5339,"No",8.3,2281289,2700,3,NA,NA,"54801",NA,96560.185257693,2
"Monroe",2021-03-02,549634001,1.897,138986,1.6,3.7,2356,NA,1,40000,130000,174039,22152,NA,66000,140000,103934,9272,"No",8.63,11958780,10800,NA,NA,NA,"53566",NA,134493.752367907,2
"Appleton",2021-03-02,549635001,10.4,87147,4.41,15.5,1102,NA,1,40000,130000,88285,16762,NA,66000,140000,86008,21513,"No",8.13,21512077,74832,12.9,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported. WARM SAMPLE WARM SAMPLE","54914",NA,87139.0628822688,2
"Ashland",2021-03-02,549636001,0.739,62269,2.329,1.92,895,NA,1,40000,130000,49381,16356,NA,66000,140000,75156,14468,"No",7.2,11086735,8000,9,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54806",NA,60920.2629344293,2
"Lodi",2021-03-02,549637001,0.41,758,7.57963056,0.542,1357,NA,1,40000,130000,1515,-1,NA,66000,140000,NA,1,"Yes",7,11700485.51,3100,NA,NA,NA,"53555",NA,1515,1
"Manitowoc",2021-03-02,549639001,6.39,17477,8.455,15.5,1259,NA,1,40000,130000,30005,13971,NA,66000,140000,4950,4431,"Yes",7.6,5332517,34450,10.6,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported. WARM SAMPLE WARM SAMPLE","54220",NA,12187.0730694453,2
"Chippewa Falls",2021-03-02,549640001,2.125,54513,5.822,4.5,1415,NA,1,40000,130000,70582,19217,NA,66000,140000,38445,5776,"Yes",7.1,3580938,13000,10.8,NA,"RECEIVED BELOW 2 C RECEIVED BELOW 2 C Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54729-2175",NA,52091.5059294699,2
"Clintonville",2021-03-02,549642001,0.479,20743,2.708,0.679,1128,NA,1,40000,130000,29208,11391,NA,66000,140000,12278,3334,"Yes",8.33,59564110,4455,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported. WARM SAMPLE WARM SAMPLE","54929",NA,18937.1545909094,2
"Rhinelander",2021-03-02,549643001,0.83,102904,10.6801,2.21,918.7,NA,1,40000,130000,120449,1374,NA,66000,140000,85359,10090,"No",7.25,16843109,7800,4,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54501",NA,101397.269149618,2
"Columbus",2021-03-02,549644001,0.775,62270,2.641,1.165,1655,3.34,1,40000,130000,103236,12076,NA,66000,140000,21304,5863,"Yes",7.5,10566483,7000,10.6,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53925",NA,46897.1187174649,2
"Sturgeon Bay",2021-03-02,549645001,2.07,18925,2.2053,7.418,1328,NA,1,40000,130000,28252,8516,NA,66000,140000,9597,3954,"Yes",7.8,8418105,9500,7,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54235",NA,16466.1605725196,2
"Rib Mountain",2021-03-02,549646001,2.43,128005,1.64,4.41,1086,NA,1,40000,130000,166743,14076,NA,66000,140000,89267,19128,"No",7.71,9687829,40000,NA,NA,"WARM SAMPLE WARM SAMPLE","54401",NA,122002.65317197,2
"Algoma",2021-03-02,549647001,0.473,19680,9.409,1,1190,11.29,1,40000,130000,24431,17489,NA,66000,140000,14929,3546,"Yes",8,8540246,3171,7.7,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54201",NA,19097.9160905058,2
"Sheboygan",2021-03-02,549648001,11.251,127419,9.93,18.4,1045,NA,1,40000,130000,135250,6594,NA,66000,140000,119588,24328,"No",7.7,11674935,75000,12.78,NA,"WARM SAMPLE WARM SAMPLE","53081",NA,127178.130981706,2
"Oconomowoc",2021-03-02,549649001,2.814,52920,7.008,4.02,1859,4.54,1,40000,130000,59910,3347,NA,66000,140000,45931,14440,"Yes",7.8,16224844,34135,14.9,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53066",NA,52456.8985930354,2
"BlackRiverFallsWWTP",2021-03-02,549650001,0.435,9483,5.115008666,1.5,918,NA,1,40000,130000,9274,-1,NA,66000,140000,9692,3904,"Yes",7.14,16721941.6,5200,NA,NA,"WARM SAMPLE WARM SAMPLE","54615",NA,9480.69659887922,2
"Heart of the Valley",2021-03-02,549651001,6.041,39043,5.477,26.4,2782,NA,1,40000,130000,54474,13877,NA,66000,140000,23613,7488,"Yes",8,12382049,50000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54130",NA,35864.9489334643,2
"Berlin WWTP",2021-03-02,549652001,0.652,52499,10.324,1.5,2689,NA,1,40000,130000,62198,19539,NA,66000,140000,42800,15032,"Yes",8.04,9422092,6000,11.2,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54923",NA,51595.2943590789,2
"Waupaca",2021-03-02,549653001,1.2124,18154,1.8429,1.5,1472,NA,1,40000,130000,13108,5563,NA,66000,140000,23200,13679,"Yes",7.3,17349446,10000,9.5,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54981",NA,17438.6237989126,2
"La Crosse",2021-03-02,549654001,4.2,20060,1.51,20,2335,NA,1,40000,130000,27407,8381,NA,66000,140000,12713,2237,"Yes",7.44,14578043,85000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.  Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54601",NA,18666.1509422805,2
"Janesville",2021-03-02,549656001,11.51,74284,3.636,16.1,1382,NA,1,40000,130000,92982,11351,NA,66000,140000,55586,11529,"Yes",7.71,9759801,63500,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","53548",NA,71892.2628104026,2
"Stevens Point",2021-03-02,549657001,1.84,55262,7.4623,4.55,582,NA,1,40000,130000,78358,9626,NA,66000,140000,32166,4257,"Yes",6.91,17969064,27000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54481",NA,50204.2172332166,2
"Wolf",2021-03-02,549658001,1.86,324163,6.32,2.63,1061,NA,1,40000,130000,360139,10217,NA,66000,140000,288187,14832,"No",7.6,3931540,18000,NA,NA,NA,"54166",NA,322160.484841018,2
"Viroqua",2021-03-02,549662001,0.26,101530,1.7718,0.535,1405,NA,1,40000,130000,138801,16616,NA,66000,140000,64259,14794,"Yes",8.09,25209258,4335,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54665",NA,94441.5875501889,2
"Hayward",2021-03-02,549664001,0.258531,19189,0.589139215,0.772,913,NA,1,40000,130000,28478,11913,NA,66000,140000,9899,3854,"Yes",7,17546347.15,2375,NA,NA,NA,"54843",NA,16789.9887432958,2
"Marinette",2021-03-02,549667001,1.78,11716,5.444,7.8,1191,NA,1,40000,130000,12834,5073,NA,66000,140000,10599,2528,"Yes",7,9642414,10608,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54143",NA,11663.0856123069,2
"Marshfield",2021-03-02,549670001,2.076,5823,0.028645431,4.63,2016,5.4,1,40000,130000,11047,10586,NA,66000,140000,599,-1,"Yes",7.1,21863197.84,19316,11.5,NA,NA,"54449",NA,2572.38274757082,2
"Sparta",2021-03-02,549673001,1.04,143155,3.6863,4,990,4.09,0.625,64000,2e+05,145105,32500,NA,1e+05,220000,141205,24967,"No",9.56,35426764,9500,10.56,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54656",NA,143141.718324883,2
"Rib Lake",2021-03-02,549674001,0.049,55247,1.2485,0.5,827.9,4.43,1,40000,130000,68059,1797,NA,66000,140000,42436,4314,"Yes",7.6,5954287,386,8.5,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54470",NA,53741.5269972858,2
"Lac du Flambeau",2021-03-02,549675001,0.099,5151,2.01157902,0.19,809,NA,1,40000,130000,10302,11558,NA,66000,140000,NA,-1,"Yes",7.4,16631802.01,3400,4.6,NA,"RECEIVED WARM RECEIVED WARM","54538",NA,10302,1
"New Richmond",2021-03-02,549689001,0.644,78221,7.0597,0.98,1559,NA,1,40000,130000,83582,17198,NA,66000,140000,72860,21836,"No",7.55,28045036,9167,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54017",NA,78037.0714468451,2
"Mauston",2021-03-02,549693001,0.367,24454,8.786768281,1.1,1193,NA,1,40000,130000,35510,5415,NA,66000,140000,13397,5381,"Yes",7.94,4272088.64,4500,NA,NA,"WARM SAMPLE WARM SAMPLE","53948",NA,21811.1776389997,2
"Menomonie",2021-03-02,549701001,1.601,11574,0.6349,2.88,1909,NA,1,40000,130000,11600,7701,NA,66000,140000,11548,8483,"Yes",8.4,5948995,16000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported. WARM SAMPLE WARM SAMPLE","54751",NA,11573.9707965763,2
"WI Rapids",2021-03-02,549711001,2.452,278342,9.33,5.27,1112,NA,1,40000,130000,339170,7056,NA,66000,140000,217514,10113,"No",7,14039357,20000,NA,NA,NA,"54494",NA,271614.107476029,2
"Mondovi",2021-03-02,549716001,0.209,55330,2.6451,0.3,716.8,NA,1,40000,130000,67721,15858,NA,66000,140000,42939,5953,"Yes",7.6,20086355,2800,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported. WARM SAMPLE WARM SAMPLE","54755",NA,53924.6883996561,2
"Portage",2021-03-02,549719001,1.82,NA,0.093803131,2.102,1395,5.51,1,40000,130000,NA,-1,NA,66000,140000,NA,-1,"Yes",7.7,12259176.1,10693,10,NA,NA,"53901",NA,NA,0
"Whitewater",2021-03-02,549724001,1.353,34196,2.3675,3.65,1560,NA,1,40000,130000,53037,14286,NA,66000,140000,15356,3907,"Yes",7.86,14774610,14000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported. WARM SAMPLE WARM SAMPLE","53190",NA,28538.3281220186,2
"Lake Geneva",2021-03-02,549727001,1.1864538,49271,6.621,2.5,2074,3.21,1,40000,130000,62766,16767,NA,66000,140000,35776,18474,"Yes",7.69,13351804,8000,4.8,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported. WARM SAMPLE WARM SAMPLE","53147",NA,47386.8802096108,2
"Hudson",2021-03-02,549959002,1.459,52697,5.22,2.2,1041,6.02,1,40000,130000,64596,12492,NA,66000,140000,40799,9326,"Yes",7.54,4103501,19680,10.33,NA,"Sample was reanalyzed and is being re-reported with the updated data.  Sample was reanalyzed and is being re-reported with the updated data. RECEIVED WARM RECEIVED WARM","54016",NA,51336.6555591616,2
"Oshkosh",2021-03-02,549960002,9.063,45561,3.354,20,1174,NA,1,40000,130000,50754,4551,NA,66000,140000,40368,5472,"Yes",8.03,6081198,67000,NA,NA,"Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54902",NA,45264.0858959949,2
"Merrill",2021-03-02,549961002,1.116,99887,6.856,3.06,925,NA,1,40000,130000,106175,9526,NA,66000,140000,93600,8701,"No",7.75,5988967,10000,NA,NA,"RECEIVED WARM RECEIVED WARM Sample was analyzed using a standard that was suboptimal and was reprocessed with a new standard to be re-reported.","54452",NA,99689.4176931534,2
"River Falls",2021-03-02,549965002,1.324,133209,6.1,1.8,730,5.96,1,40000,130000,129822,13088,NA,66000,140000,136597,10705,"No",7.62,4429244,16000,7,NA,"Sample was reanalyzed and is being re-reported with the updated data. Sample was reanalyzed and is being re-reported with the updated data.","54022",NA,133166.421195435,2
"Eau Claire",2021-03-02,549975001,6.73,36426,1.59,12,1031,4.94,1,40000,130000,45081,5537,NA,66000,140000,27772,2481,"Yes",7.49,8613296,75000,13.1,NA,NA,"54703",NA,35383.4641040133,2
